Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0031410~cytoplasmic vesicle	119	5.24691358	5.31E-06	MTSS1, AP1G2, ATP1B3, CADM1, PDGFB, PDGFA, F13A1, SYT6, ITSN1, TGFB1, TGFB2, CTTNBP2, DAB2, DMXL2, CLK3, SLC2A1, SPRED2, RAB27B, EGFR, ARC, NCF2, NCALD, DLL1, OPTN, SSPN, PCLO, MIB1, VEGFC, SERPINF1, FNBP1L, VEGFA, SDCBP, CHGB, DST, CAV2, PAM, CLCN3, CAV1, CLU, ABCA2, ABCA3, SLC11A2, ECE1, TFF3, EGF, SRGN, FN1, ARHGDIB, PLAT, CUBN, RAB8B, HTT, SYT11, SYT12, ITGA1, FURIN, PLA2G4A, NOTCH1, LAMP2, FNBP1, CADPS2, FLG, SYTL4, SYTL2, GRIP1, HIP1R, GJA1, VGF, SLC1A4, SLC1A5, AP1S1, AP1S2, DLG4, DPP7, CACNG8, CAMP, PI4KA, SLC3A2, CACNG4, STXBP2, GAL, TMEM74, CAPN11, IGF2R, SORT1, PEBP1, STEAP2, PROS1, EPN2, PRF1, GPRC5C, AP1M2, RAB3D, CAMK2G, KIT, GPRC5A, GCH1, NPTX1, CRISPLD2, DGKD, CAMK2D, RAB11A, CAMK2B, SCG5, WIPF1, THBS1, EHD1, THBS2, APBA1, GCHFR, PRSS12, PHLDA1, ICA1, TMEM168, SH3BP4, CYBA, TFRC, RAB38, IGFBP2	1588	642	12782	1.491970542	0.003198184	2.14E-04	0.007850893
GOTERM_CC_FAT	GO:0015629~actin cytoskeleton	60	2.645502646	7.32E-06	CTNNAL1, MTSS1, LIMA1, PDLIM7, FERMT1, CASK, IQGAP2, ACTR3, GSN, ACTR1B, AIF1L, ARC, SH3PXD2A, FLNB, DAPK1, DBN1, DST, LCP1, SPTB, MYO5A, ABLIM1, ALDOA, MYL6, TRIOBP, CGNL1, SHROOM2, STK17B, ANLN, TPM2, TPM1, TPM4, TPM3, MYL9, ESPN, PFN1, EZR, SORBS1, ARPC3, MACF1, ARPC2, MYL6B, SH2B2, WIPF1, SCNN1A, CDC42EP3, MYO5C, IPP, MYO1E, FSCN1, SYNPO2, MYL12B, MYL12A, GAS7, SEPT11, CORO1C, PPP1R9A, LASP1, SVIL, MYO19, MYH10	1588	269	12782	1.795342391	0.004402445	2.76E-04	0.01081348
GOTERM_CC_FAT	GO:0031252~cell leading edge	37	1.631393298	8.93E-06	MYO5A, ALS2, MTSS1, SSH1, PDLIM7, TNFRSF12A, ABI2, CDH2, ITSN1, APBB1IP, TPM1, ACTR3, SPRY1, EZR, ARPC3, CXCR4, ARPC2, GSN, SYNJ2, SH2B2, FGD5, RASA1, PTPRK, TESC, NF2, SWAP70, ARFIP2, CDK6, GAS7, LAYN, ITGA5, RAB34, CDC42BPA, CYFIP1, MAPK8IP3, APBB2, LCP1	1588	138	12782	2.158096959	0.005372964	3.17E-04	0.013203585
GOTERM_CC_FAT	GO:0005856~cytoskeleton	224	9.87654321	9.66E-06	ALS2, SNCG, TUBB2B, PDLIM7, FAM110B, STOML2, PDLIM1, PTPN21, AURKA, AURKB, KIF13A, CDCA8, HOMER3, KIFAP3, AIF1L, CCNA1, H1F0, CLNS1A, ARC, GRIN2A, TANC1, PCLO, FARP1, KRT18, SPAG4, TUBA4A, TGFB1I1, DBN1, KIF26B, ALDOA, NEK2, ALDOC, STK17B, AKAP12, IGF2BP2, FUZ, PFN1, CDC42EP1, MACF1, SKA3, PPP2R2B, CDC42EP4, CDC42EP3, CNKSR2, KIF3B, PCNT, PTPN14, CDC20, GAS7, CAMK2N1, SEPT11, FNBP1, SYNE2, EPS8, LASP1, TMOD2, MAP7, MAP9, GYPC, LIMA1, LZTS1, WASF3, HIP1R, FERMT1, TTLL7, LATS2, ACTR3, TUBB6, SYNJ2, DYNC1H1, TUBB3, SH3PXD2A, MICAL2, MICAL3, TPX2, PLEKHH1, FLNC, FLNB, G6PD, PFDN5, TMSB4X, SGCB, MYO5A, TRIOBP, SHROOM2, SHROOM3, ABI2, APBB1IP, STAU2, EZR, SORBS1, PTK2B, WIPF1, TRIP10, KIF21A, MYO5C, NLGN1, LMNA, SYNPO2, BIRC5, CCNB1, TUBBP5, SVIL, DNM1, CALM2, CALM1, CTNNAL1, MTSS1, SEPT3, IQGAP2, CASK, KRT81, ANK1, KRT80, ANK2, ANK3, TUBG2, PSD3, RAI14, BASP1, SP140, FNBP1L, LYST, DSP, SDCBP, TNFAIP3, DST, SPTB, ACTBL2, MYL6, CGNL1, LITAF, SSH1, KEAP1, ANLN, ABCA2, MYL9, TUBB, ARPC3, ARPC2, PPL, NPM1, STRBP, FGD5, ARHGDIB, PTPN3, MYO1E, FSCN1, MYL12B, MYL12A, MPRIP, CORO1C, HDAC3, UACA, FLG, FAAH, MYO19, ABL1, MYH10, RAB3IP, SLC1A4, FRMD3, PCGF5, RANBP9, FRMD6, GSN, CAMSAP1, ACTR1B, SNTB1, DLG4, RANBP1, MSN, CDK5RAP2, E4F1, TUBA1A, TUBA1B, TUBA1C, IFNGR1, IFLTD1, LDB3, ARHGAP24, NEXN, DAPK1, EML4, BBS2, KIF1A, EML1, KLHL17, TBCA, HIPK2, FRMD4B, SCIN, FHOD3, PEBP1, MAPRE2, LCP1, ABLIM1, AKAP9, CEP55, TPM2, DNAH7, TPM1, TRIB2, TPM4, ESPN, TPM3, MYL6B, MAP3K1, KRT8, SH2B2, CNN2, SCNN1A, TERF1, IPP, NES, NF2, MAP1A, PSRC1, ANXA1, DPYSL3, DPYSL2, FRMPD3, CDC25B, PPP1R9A, JAK1	1588	1381	12782	1.305577494	0.005809026	3.24E-04	0.01427822
GOTERM_CC_FAT	GO:0016323~basolateral plasma membrane	48	2.116402116	1.40E-05	DLC1, CAV2, LIMA1, LIMS1, CAV1, CADM1, SLC16A10, ITGB4, FERMT1, CASK, KEAP1, SDC4, APBB1IP, ACTR3, CTTNBP2, SLC1A3, ANK1, MACF1, ANK2, SORBS1, ANK3, ARPC2, PTK2B, P2RY1, SLC2A1, AIF1L, SLC4A2, MSN, ADAM9, B4GALT1, EGFR, SLC12A2, LPP, ANXA1, ITGA2, NEXN, ARHGAP24, TJP1, ITGA5, LAYN, LASP1, SDCBP, DSP, MAP7, TGFB1I1, TRIP6, DST, SLC9A1	1588	203	12782	1.903239816	0.008433575	4.46E-04	0.020755908
GOTERM_CC_FAT	GO:0016023~cytoplasmic membrane-bounded vesicle	103	4.541446208	1.59E-05	MTSS1, ATP1B3, CADM1, PDGFB, AP1G2, PDGFA, F13A1, SYT6, ITSN1, TGFB1, TGFB2, CTTNBP2, DAB2, DMXL2, CLK3, SLC2A1, RAB27B, EGFR, ARC, NCF2, NCALD, OPTN, SSPN, PCLO, VEGFC, SERPINF1, FNBP1L, VEGFA, SDCBP, CHGB, DST, CAV2, PAM, CLU, ABCA2, ABCA3, ECE1, TFF3, EGF, SRGN, ARHGDIB, FN1, PLAT, CUBN, HTT, SYT11, ITGA1, FURIN, LAMP2, NOTCH1, FNBP1, PLA2G4A, FLG, SYTL4, SYTL2, HIP1R, GRIP1, GJA1, VGF, SLC1A4, SLC1A5, AP1S1, AP1S2, DLG4, DPP7, CACNG8, CAMP, PI4KA, SLC3A2, CACNG4, STXBP2, GAL, CAPN11, IGF2R, SORT1, PEBP1, STEAP2, PROS1, EPN2, PRF1, RAB3D, CAMK2G, KIT, NPTX1, DGKD, CRISPLD2, CAMK2D, RAB11A, SCG5, CAMK2B, WIPF1, THBS1, EHD1, THBS2, APBA1, GCHFR, PHLDA1, ICA1, TMEM168, SH3BP4, CYBA, TFRC, RAB38	1588	550	12782	1.507380353	0.009530546	4.79E-04	0.023468313
GOTERM_CC_FAT	GO:0009986~cell surface	71	3.130511464	2.48E-05	PDGFB, IL6ST, PDGFA, SLC9A3, IDE, CSPG4, TLR4, BCAM, SDC4, TGFB1, GPC4, NRCAM, SLC1A3, SRPX, RC3H2, FAS, GPC1, ADAM9, KCNMA1, ICAM1, PTPRK, SCUBE3, SLC3A2, MMP16, PLAUR, CD83, VEGFA, SORT1, PEBP1, SPTB, FRAS1, DCBLD2, CAV2, CLCN3, PPFIA4, CAV1, TNFRSF12A, KIT, CX3CL1, TIMP2, GREM1, IL7R, SLC11A2, ALCAM, ACE, ECE1, GPM6A, TNR, ITGAV, PVRL2, TMEM123, FUT4, CD24, THBS1, SCNN1A, B4GALT1, CUBN, ITGA1, CD276, ITGA2, ITGA4, FURIN, ABCG1, CDH13, FREM2, LAYN, ITGA5, CD59, CD274, HBEGF, TGFBR3	1588	348	12782	1.642205188	0.014865297	7.13E-04	0.036701117
GOTERM_CC_FAT	GO:0005913~cell-cell adherens junction	15	0.661375661	3.56E-05	SHROOM2, ABI2, LMO7, GJA1, KEAP1, CDH2, CDH3, TJP1, PVRL1, SORBS1, PVRL3, PVRL2, DSP, DLG5, SSX2IP	1588	35	12782	3.449622166	0.02126236	9.76E-04	0.052661457
GOTERM_CC_FAT	GO:0000267~cell fraction	178	7.848324515	4.64E-05	ALS2, SEPT3, PLXNA1, CADM1, THOP1, IDE, PKMYT1, CASK, PDE3B, TSPAN9, DLK1, ITSN1, FDFT1, PRKAR2B, CTTNBP2, EBNA1BP2, STAC, ANK3, PDE4B, SERPINE1, SLC2A1, RC3H2, CTDSP2, SLC4A2, FAS, NSMAF, SLC4A3, SAMD4A, YARS, PTPRF, EFNB1, UGCG, PSD3, GRIN2A, DPAGT1, PNPLA8, PITPNM2, PTRF, ARRB1, RYR1, RYR2, LAMC2, CPD, EMP1, ME1, CAV2, FGFR1, CAV1, CYP1B1, GCNT2, ARFRP1, CYTL1, OAS3, MME, LMAN1, ABCA3, SLCO2A1, ACE, TPI1, ECE1, PVRL1, BCHE, STX16, ERO1L, EGF, UNC119, VAC14, RAB8B, CUBN, HTT, ITGA1, TOMM40, EPHX1, CAMK2N1, PTPN12, PLA2G4A, LAMP2, UACA, EPS8, SLC7A2, ITGA5, PDE7A, CD59, CYFIP2, CYFIP1, FABP4, SYTL2, PON3, PC, SLC9A1, NRP2, KYNU, JPH3, JPH2, HIP1R, CYP2S1, ANPEP, GLI2, SLC1A5, FOS, TSPAN12, CYP39A1, WISP1, SLC1A3, GPX4, PXMP4, GPX3, DLG4, RHOB, SYNJ2, NT5E, SLC1A1, STS, IK, PFKL, MAN1A2, LIMK2, CCDC88C, ALDH5A1, CLIC1, MCTP1, DGAT1, ADM, GNAQ, IGF2R, PSEN2, TXNRD3, PEBP1, SORT1, TOMM22, STEAP2, GALNT3, RAP1GAP, SLC19A1, GCH1, IGF1R, ERCC8, MAP3K1, ENO3, PKD1, FUT4, CD24, PPP3CA, SCNN1A, SNAP25, GCHFR, SLC39A1, SLC8A1, NCEH1, A4GALT, SLC12A2, DLGAP4, LMNA, FADS2, TSPAN13, NPR3, APPL1, ITPR3, ITPR2, SLC16A3, CSGALNACT1, MGST3, SLC16A2, FBLN1, RDH10, PPP1R9A, MAPK12, SLC16A6, BAX, FBLN5, KREMEN1, DSC3, YWHAQ, MAPK8IP3, ABCC1, RAB38, ABCC2, DUSP6	1588	1083	12782	1.322939126	0.027596525	0.001215976	0.068565448
GOTERM_MF_FAT	GO:0003779~actin binding	83	3.659611993	2.25E-09	MTSS1, LIMA1, WASF3, HIP1R, IQGAP2, LMO7, ACTR3, GSN, CXCR4, PLS1, SNTB1, AIF1L, MKL2, MSN, MKL1, FMNL1, EGFR, KCNMA1, FMNL2, NCALD, NEXN, FLNC, FLNB, NEBL, KLHL17, XIRP2, SCIN, FHOD3, TMSB4X, DST, DBN1, LCP1, SPTB, MYO5A, ABLIM1, ALDOA, TRIOBP, SHROOM2, SHROOM3, SSH1, SSFA2, ABLIM3, DIAPH3, ANLN, FXYD5, DAAM1, TPM2, TPM1, DAAM2, TPM4, ESPN, TPM3, PFN1, CORO2A, ACE, EZR, SORBS1, ARPC3, MACF1, ARPC2, CNN2, WIPF1, SCNN1A, MYO5C, IPP, BAIAP2L1, MAP1A, MYO1E, FSCN1, SYNPO2, GAS7, MPRIP, CORO1C, PPP1R9A, SYNE2, GMFG, LASP1, MYPN, SVIL, TMOD2, CYFIP1, MYO19, MYH10	1705	326	12983	1.938702481	3.11E-06	3.11E-06	3.70E-06
GOTERM_MF_FAT	GO:0008092~cytoskeletal protein binding	110	4.850088183	5.16E-08	MTSS1, IQGAP2, LMO7, NRCAM, ANK1, KIFAP3, PLS1, AIF1L, EGFR, RET, NCALD, FARP1, NEBL, SDCBP, DBN1, DST, SPTB, ALDOA, SSH1, ALDOC, DIAPH3, ANLN, FXYD5, DAAM1, DAAM2, ARFGEF1, CORO2A, PFN1, ACE, ARPC3, MACF1, ARPC2, OBSL1, SSX2IP, CDC42EP3, B4GALT1, OBSCN, PTPN3, HTT, MYO1E, FSCN1, GAS7, MPRIP, CORO1C, SYNE2, LASP1, TMOD2, CYFIP1, MYO19, MYH10, LIMA1, WASF3, HIP1R, SDC4, FRMD3, ACTR3, GSN, CXCR4, SNTB1, MKL2, CDK5RAP2, MSN, MKL1, FMNL1, KCNMA1, FMNL2, NEXN, FLNC, FLNB, KLHL17, XIRP2, SCIN, FHOD3, TMSB4X, MAPRE2, LCP1, MYO5A, ABLIM1, TRIOBP, SHROOM2, SHROOM3, ABLIM3, SSFA2, ABI2, TPM2, TPM1, TPM4, ESPN, TPM3, EZR, SORBS1, CNN2, WIPF1, SNAP25, SCNN1A, MYO5C, TERF1, IPP, NF2, BAIAP2L1, MAP1A, PSRC1, SYNPO2, BIRC5, PPP1R9A, GMFG, MYPN, SVIL, MAPK8IP3, CALM2, CALM1	1705	504	12983	1.661930364	7.13E-05	3.57E-05	8.49E-05
GOTERM_MF_FAT	GO:0019899~enzyme binding	111	4.894179894	2.04E-07	ALS2, WFS1, U2AF2, PDE3B, AURKA, TLR4, CTNNBL1, IL31RA, CTTNBP2, ANK1, DMXL2, SERPINE1, SLC2A1, FAS, ADAM9, EGFR, ANAPC2, PTPRK, NCF2, CST3, RAD9A, PRKCDBP, PLAUR, PA2G4, NPC2, RYR2, ERC1, CAV2, CAV1, NEK2, PFKFB2, DIAPH3, NFKBIA, RIMS2, DAAM1, DAAM2, PFN1, BCHE, SKIL, CDC42EP4, BCOR, AXIN2, FGD5, RHOBTB3, EPAS1, SMG7, DOCK9, ARFIP2, SMAD3, SMAD1, FURIN, CAMK2N1, DOCK4, HDAC4, HDAC3, SYTL4, CYFIP1, SYTL5, SYTL2, TRIP6, GNB2L1, PRKAG2, HR, NBEA, PAWR, RAB3IP, LONP1, RANBP9, LONP2, PAK3, RANBP1, CDK5RAP2, DOCK10, TOP2B, DOCK11, RHOH, FMNL1, FMNL2, RBBP4, PFKL, PRKCE, HMGA1, NRIP1, CCND1, IGF2R, SORT1, PEBP1, TRIOBP, TRIB3, ABI2, CDH2, TCF7L2, TRIB1, IGF1R, SORBS1, PTK2B, SQSTM1, MAP3K1, CD24, RASA1, GCHFR, UBXN1, KAT2B, EXPH5, BIRC5, APPL1, RCAN2, MICALCL, RPS6KA4, MAPK8IP3, CUL4B	1705	523	12983	1.616113893	2.81E-04	9.37E-05	3.35E-04
GOTERM_MF_FAT	GO:0005509~calcium ion binding	172	7.58377425	6.79E-07	S100A4, PDP1, LTBP1, LTBP2, LTBP3, F13A1, FAM20C, SYT6, FSTL1, EDIL3, DLK1, JAG1, MIPEP, ITSN1, TPD52, MMP2, CALB2, SSR1, ATP2B1, HMCN1, CHRNA9, SLC25A24, AIF1L, PLS1, RET, SCUBE3, NCALD, STIM2, GRIN2A, DLL1, COLEC12, LPCAT2, PCLO, PITPNM2, THBD, KCNT1, CAMK4, RASGRF2, RYR3, CATSPER1, RYR1, RYR2, DST, MYL6, FRAS1, PPP2R3A, MYL9, TTYH3, AHRR, MACF1, LPCAT1, ITGAV, PLCH2, HEG1, B4GALT6, EGF, CACNA2D1, TESC, S100A16, CUBN, RASEF, SYT11, EFEMP1, ITGA1, S100A10, ITGA2, MYL12B, MYL12A, ITGA4, CELSR1, FURIN, GAS6, CACNA2D4, NOTCH3, PLA2G4A, NOTCH1, CADPS2, DSG2, ATP2A3, FREM2, ITGA5, FLG, EMR2, CACNA1D, CACNA1A, ARSD, CLSTN2, ARSG, NPNT, ANO1, ARSJ, EFHD2, EFHD1, GSN, SNTB1, KCNMA1, STS, MAN1A2, CACNG8, CACNG6, CACNG4, PCDH9, MMP16, MMP13, SLIT2, MCTP1, RAB11FIP4, EML1, CAPN11, PPEF1, SCIN, VCAN, PROS1, LCP1, CAMK1D, CAPS, GALNT3, PRF1, DCHS2, MEGF9, NKD1, REPS2, SPOCK1, CDH2, CDH3, NECAB3, CDH4, EDEM1, TPM4, GCH1, CDH6, NECAB1, PLCL2, NPTX1, GALNT10, NPTX2, MYL6B, FAT4, SMOC1, PCDHB16, FAT1, TGM2, FBN2, PPP3CA, EHD1, THBS1, THBS2, EHD4, SLC8A1, SVEP1, ANXA1, NID1, NID2, STAT1, ITPR3, ANXA4, ANXA3, ITPR2, CDH13, FBLN1, SNED1, FBLN5, SVIL, MCFD2, DSC3, DSC2, LRP8, MEGF6, RCN3, LRP4, CALM2, CALM1, CDH11	1705	919	12983	1.42515995	9.37E-04	2.34E-04	0.001117092
GOTERM_MF_FAT	GO:0003700~transcription factor activity	178	7.848324515	2.17E-06	MEF2C, HMX2, THRB, ARNT2, ZXDC, RORB, RORA, TCEAL1, CITED2, HOXC6, GATA2, HOXC8, FLI1, GATA6, GATA3, FOXF1, CREB3L1, PITX1, RXRA, ZHX1, RELB, EOMES, ARNTL, VAX1, MECOM, TRERF1, PROX1, AHR, SP140, PA2G4, MSX1, EP300, TCFL5, MLLT10, SIX1, TGIF1, NFE2L1, TFAP2C, NFE2L2, NFE2L3, HMX3, TSHZ3, TSHZ1, HOXA11, SOX2, ONECUT2, SOX4, WT1, VDR, HOXA1, MEIS2, HOXA3, HOXA5, ELK4, LHX1, DRAP1, TEAD4, HOXA7, TFDP2, HOXA9, RUNX2, LHX9, PLAG1, KLF6, KLF7, EPAS1, KLF12, KLF9, SMAD6, ARID3A, SMAD3, SMAD1, GAS7, FOXP1, FOXP2, SHOX2, HOXB3, DLX2, HOXB4, DLX1, NOTCH1, ATF4, HOXB2, HOXB7, ETS1, HOXB8, SALL1, HOXB5, ETS2, TRPS1, HOXB6, DLX4, EBF1, HOPX, HOXB9, MAFA, KLF2, RBPJ, KLF3, FOSL2, SOX21, LZTS1, E2F5, ELF4, E2F8, PPARG, HR, PRRX1, ZKSCAN1, ZEB2, ZEB1, PRRX2, NFKB2, GLI2, GLI3, FOS, BARX1, HEY1, HEY2, SOX15, SOX18, E4F1, BHLHE41, ALX4, NFIL3, KDM5B, SNAPC5, AR, SOX13, ADNP, LEF1, DMRT2, FOSB, UBN1, HMGA1, HOXC10, PFDN1, HOXC11, FOXC1, ZNF33B, CUX1, ZNF483, CLOCK, GLIS3, IRX5, IRX2, NR3C2, TCF7L2, GRAMD4, HIC1, ZFP36L1, MSX2, ZFP36L2, NPAS2, POU2F2, ETV1, ZNF268, ETV6, NFATC2, NFATC3, FOXL2, CEBPB, FOXL1, LMX1B, TBX2, CEBPD, HCLS1, CREB5, AFF1, STAT1, ISL1, MEF2D, MRPL28, MEOX1, IRF8, BNC1, NFIA, NFIB	1705	975	12983	1.390164072	0.002993052	5.99E-04	0.003570333
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	257	11.33156966	3.83E-06	MEF2C, RORB, PDLIM1, REST, RORA, CITED2, SIN3B, FLI1, FOXF1, CREB3L1, PITX1, IKBKAP, PRAME, PCBD1, RXRA, ZHX1, EOMES, MECOM, PROX1, PPARGC1B, DCAF6, MSX1, PTRF, CAMK4, MLLT10, TGIF1, VGLL3, TGFB1I1, HOXA11, MYBL1, AHRR, LHX1, DRAP1, PIR, MAML3, BCOR, DNMT3B, LHX9, PLAG1, KLF6, KLF7, KLF9, KLF12, KLF13, SMAD6, RYBP, SMAD3, SMAD1, GAS7, SHOX2, DLX2, NOTCH1, DLX1, ETS1, ETS2, TRPS1, DLX4, HOPX, KLF2, RBPJ, NCOR2, KLF3, LZTS1, ELF4, GRIP1, PPARG, ZEB2, ZEB1, NFKB2, GLI2, GLI3, BHLHE41, MYB, ATF7IP, SNAPC5, AR, ZNF354A, ADNP, TLE1, FOSB, MBD2, MXD4, PFDN1, BRWD1, PFDN5, FOXC1, USP22, ZNF33B, NSD1, ZNF483, CLOCK, ZFP36L1, ZFP36L2, BCL11A, ETV1, ZNF268, ETV6, LMX1B, TBX2, JARID2, HCLS1, AFF1, STAT1, WWTR1, MEF2D, UBTF, MRPL28, MEOX1, BNC1, HMX2, THRB, ARNT2, ZXDC, ANKRD1, TCEAL1, TGFB1, IL31RA, HOXC6, GATA2, GTF2E2, HOXC8, GATA6, GATA3, RELB, ARNTL, VAX1, TRERF1, AHR, SP140, ELL2, PA2G4, EP300, TCFL5, SIX1, NFE2L1, TFAP2C, NFE2L2, NFE2L3, UBA52, HMX3, TSHZ3, TSHZ1, LITAF, SOX2, ONECUT2, CYTL1, SOX4, KEAP1, WT1, MED12L, HOXA1, VDR, MEIS2, HOXA3, HOXA5, ELK4, TEAD4, NPM1, HOXA7, TFDP2, HNRNPD, HOXA9, BTF3, SKIL, RUNX2, EPAS1, HTT, LMCD1, ARID3A, FOXP1, FOXP2, HDAC5, HOXB3, HDAC4, HOXB4, HDAC3, ATF4, HOXB2, EBF4, HOXB7, EBF3, HOXB8, SALL1, HOXB5, EBF2, HOXB6, EBF1, HIVEP3, FABP4, HOXB9, RFX2, MAFA, FOSL2, SOX21, E2F5, E2F8, HR, PRRX1, ZKSCAN1, PRRX2, PAWR, FOS, BARX1, HEY1, HEY2, SOX15, SOX18, MKL2, E4F1, NFIL3, ALX4, MKL1, NRG1, KDM5B, SSBP2, SOX13, LEF1, DMRT2, HMGA1, UBN1, NRIP1, HOXC10, NCOA1, HOXC11, NCOA2, NCOA3, BPTF, HIPK2, ZNF711, CUX1, GLIS3, IRX5, IRX2, NR3C2, TRIB3, TCF7L2, GRAMD4, HIC1, MSX2, NPAS2, POU2F2, NFATC2, NFATC3, FOXL2, NACC1, FOXL1, NACC2, KAT2B, CEBPB, CEBPD, CREB5, ISL1, ATXN1, IRF8, KDM4A, NFIA, NFIB	1705	1512	12983	1.294291223	0.005280064	8.82E-04	0.006305595
GOTERM_MF_FAT	GO:0043565~sequence-specific DNA binding	119	5.24691358	4.83E-06	MEF2C, HMX2, THRB, RORB, RORA, HOXC6, GATA2, HOXC8, FLI1, GATA6, FOXF1, GATA3, CREB3L1, PITX1, RXRA, ZHX1, VAX1, PROX1, MSX1, SIX1, TGIF1, NFE2L1, NFE2L2, NFE2L3, HMX3, TSHZ3, TSHZ1, HOXA11, SOX2, ONECUT2, WT1, VDR, HOXA1, POLE4, MEIS2, HOXA3, ELK4, LHX1, DRAP1, HOXA5, HOXA7, HNRNPD, HOXA9, DNMT3B, LHX9, EPAS1, PIF1, SMAD3, FOXP1, FOXP2, HDAC5, SHOX2, HOXB3, HOXB4, DLX2, HDAC4, ATF4, NOTCH1, DLX1, HOXB2, HOXB7, HOXB8, ETS1, TRPS1, ETS2, HOXB5, HOXB6, DLX4, HOPX, HOXB9, MAFA, FOSL2, ELF4, PPARG, PRRX1, ZEB2, ZEB1, PRRX2, GLI2, GLI3, FOS, LONP1, BARX1, ALX4, NFIL3, AR, SOX13, ADNP, LEF1, FOSB, HMGA2, MBD2, HMGA1, HOXC10, HOXC11, BPTF, FOXC1, CUX1, IRX5, IRX2, NR3C2, MSX2, POU2F2, ETV1, ETV6, NFATC2, TERF1, FOXL2, CEBPB, FOXL1, LMX1B, TBX2, CEBPD, CREB5, STAT1, ISL1, MEF2D, MEOX1, IRF8	1705	607	12983	1.492825153	0.006642275	9.52E-04	0.007937751
GOTERM_MF_FAT	GO:0042802~identical protein binding	124	5.467372134	5.48E-06	ALS2, S100A4, GRPEL1, NOG, CADM1, PDGFB, IL6ST, PDGFA, PGF, IDE, ZXDC, APOBEC3G, TPD52, AMOTL1, GDNF, APOBEC3F, AMOTL2, TGFB1, TGFB2, MAP3K5, PLOD1, MAP3K9, PDGFC, FAS, DCTPP1, EGFR, PCBD1, PTPRG, PRDM6, SPAG4, VEGFA, RYR2, COL1A1, ALDOA, CAV2, CLCN3, CAV1, MVD, PFKFB4, NFKBIA, CCDC91, BCL2L1, LMAN1, MST4, IRAK3, ECE1, PVRL1, PVRL3, NPM1, PVRL2, GALE, B4GALT1, BMP4, CARD8, CUBN, S100A16, SMAD6, AK3, ARID3A, SMAD3, ITGA2, ITGA4, SMAD1, ABCG1, FOXP1, FOXP2, CCT7, P2RX5, FNBP1, FAAH, CDC42BPA, PON2, QPRT, MAFA, TRIP6, PON3, KYNU, E2F8, BNIP3, GJA3, TRIM5, TRIM9, MKL2, CAT, PHC2, PFKL, ALDH5A1, ADIPOR2, CDK2, NEK11, INHBB, TARS, XPA, G6PD, TXNRD2, CLDN2, CTSC, RUVBL2, LCP1, BCAT1, PYCRL, SAV1, COL2A1, CLDN11, APLP2, GCH1, IGF1R, RGMB, DGKD, MAP3K1, ENO3, THBS1, TRIP10, TERF1, CEBPB, BIRC5, NPR3, WWTR1, ATXN1, CDH13, BAX, BNIP3L, DPYD, HPGD	1705	640	12983	1.475340909	0.007543469	9.46E-04	0.009018748
GOTERM_MF_FAT	GO:0051020~GTPase binding	32	1.410934744	1.73E-05	ALS2, TRIOBP, DIAPH3, RIMS2, DAAM1, DAAM2, RAB3IP, PFN1, RANBP9, DMXL2, PAK3, RANBP1, CDC42EP4, DOCK10, FGD5, DOCK11, RASA1, RHOBTB3, RHOH, FMNL1, FMNL2, NCF2, DOCK9, EXPH5, ARFIP2, BIRC5, DOCK4, SYTL4, CYFIP1, SYTL5, SYTL2, ERC1	1705	109	12983	2.235497323	0.023637856	0.002654439	0.028489307
GOTERM_MF_FAT	GO:0042803~protein homodimerization activity	72	3.174603175	2.04E-05	ALS2, NOG, GRPEL1, KYNU, CADM1, PDGFB, IL6ST, PGF, PDGFA, E2F8, IDE, BNIP3, APOBEC3G, TPD52, GDNF, APOBEC3F, TGFB1, TGFB2, TRIM5, MAP3K5, PLOD1, TRIM9, MAP3K9, PDGFC, CAT, ALDH5A1, INHBB, TARS, XPA, G6PD, PRDM6, VEGFA, TXNRD2, CAV2, CLCN3, MVD, GCH1, IRAK3, ECE1, PVRL1, DGKD, PVRL3, PVRL2, NPM1, ENO3, GALE, TERF1, BMP4, B4GALT1, CARD8, CEBPB, S100A16, CUBN, SMAD6, ARID3A, SMAD3, BIRC5, NPR3, WWTR1, FOXP1, ABCG1, FOXP2, P2RX5, CDH13, FAAH, BAX, BNIP3L, QPRT, DPYD, MAFA, HPGD, PON3	1705	334	12983	1.641484187	0.027830152	0.002818495	0.033613101
GOTERM_MF_FAT	GO:0051015~actin filament binding	20	0.881834215	2.22E-05	EGFR, MYO5A, LIMA1, SHROOM2, FSCN1, NEXN, GAS7, EZR, MACF1, LASP1, SVIL, SCIN, PLS1, AIF1L, CYFIP1, DST, LCP1, MYH10, SPTB, MYO5C	1705	53	12983	2.873457644	0.030227496	0.002786453	0.03655294
GOTERM_MF_FAT	GO:0005520~insulin-like growth factor binding	13	0.57319224	2.50E-05	IGFBP7, IGFBP6, IGF2, NOV, IGF1R, WISP1, HTRA1, CTGF, IGF2R, IGFBP2, IGFBP4, CRIM1, CYR61	1705	25	12983	3.959624633	0.033929127	0.002872373	0.041106344
